workerid,trial_type,response,error,order,type,id,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,feedback,assignments,workerid,creationtime,Answer.condition,deadline,viewhit,keywords,assignmentduration,title,assignmentapprovaltime,Answer.catch_trials,reject,assignmentstatus,hitlifetime,numpending,description,assignmentid,assignmentaccepttime,numavailable,numcomplete,assignmentsubmittime,annotation,reviewstatus,autoapprovaltime,Answer.time_in_minutes,hitstatus,autoapprovaldelay,hittypeid,assignmentrejecttime,reward,hitid
21,"""one_slider""",0.99,NA,5,"""prime""","""party""","""English""","""2""","""Female""","""48""","""no""","""don&quotechart know""","""Yes""",""".25""","""2""","""Windows""",1080,1920,"""Chrome""","""""","""90""",21,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3P529IW9KZKXVLW7Y19GC01JFLXFLY""","""Thu Jun 21 10:58:39 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:41 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:41 CDT 2018""","""2.8766""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
21,"""one_slider""",0.5,NA,6,"""prime""","""birthday""","""English""","""2""","""Female""","""48""","""no""","""don&quotechart know""","""Yes""",""".25""","""2""","""Windows""",1080,1920,"""Chrome""","""""","""90""",21,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3P529IW9KZKXVLW7Y19GC01JFLXFLY""","""Thu Jun 21 10:58:39 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:41 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:41 CDT 2018""","""2.8766""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
21,"""one_slider""",0.03,NA,7,"""crit""","""inherit""","""English""","""2""","""Female""","""48""","""no""","""don&quotechart know""","""Yes""",""".25""","""2""","""Windows""",1080,1920,"""Chrome""","""""","""90""",21,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_and\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3P529IW9KZKXVLW7Y19GC01JFLXFLY""","""Thu Jun 21 10:58:39 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:41 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:41 CDT 2018""","""2.8766""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""practice_trial""",0.26,true,1,"""filler""","""low_right""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""practice_trial""",0.51,true,2,"""filler""","""high_right""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""one_slider""",0.61,NA,3,"""prime""","""birthday""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""one_slider""",0.62,NA,4,"""prime""","""dealership""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""one_slider""",0.55,NA,5,"""prime""","""party""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""one_slider""",0.58,NA,6,"""prime""","""mail""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
22,"""one_slider""",0.61,NA,7,"""crit""","""inherit""","""english""","""1""","""Male""","""25""","""no""","""yes""","""Yes""","""no""","""3""","""Windows""",768,1366,"""Chrome""","""""","""90""",22,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3JZQSN0I3R9H9TI6NAC0Z8WBJ4BFGS""","""Thu Jun 21 10:58:17 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:43 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:43 CDT 2018""","""2.3380666666666667""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""practice_trial""",0.06,true,1,"""filler""","""low_right""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""practice_trial""",1,false,2,"""filler""","""high_right""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""one_slider""",0.9,NA,3,"""prime""","""birthday""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""one_slider""",0.99,NA,4,"""prime""","""dealership""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""one_slider""",0.93,NA,5,"""prime""","""party""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""one_slider""",0.98,NA,6,"""prime""","""mail""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
23,"""one_slider""",0.99,NA,7,"""crit""","""inherit""","""English""","""1""","""Male""","""35""","""no""","""Understanding of language""","""Yes""",""".30 would have been better""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""90""",23,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_either\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3EWIJTFFVP6SSB7PEX3RWYOV0M7E06""","""Thu Jun 21 10:59:02 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""2.7106333333333335""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""practice_trial""",0.1,false,1,"""filler""","""low_right""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""practice_trial""",0.88,false,2,"""filler""","""high_right""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""one_slider""",0.48,NA,3,"""prime""","""mail""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""one_slider""",0.1,NA,4,"""prime""","""party""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""one_slider""",0.91,NA,5,"""prime""","""dealership""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""one_slider""",0.89,NA,6,"""prime""","""birthday""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
24,"""one_slider""",1,NA,7,"""crit""","""inherit""","""English""","""1""","""Male""","""31""","""No.""","""I&quotecharm not sure.""","""Yes""","""0.25""","""2""","""Windows""",1050,1680,"""Chrome""","""""","""90""",24,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:42:01 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TDXMTX3CCTZMRVQC59ZQEWE5I06I8""","""Thu Jun 21 10:59:46 CDT 2018""","""0""","""90""","""Thu Jun 21 11:01:51 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:41:51 CDT 2018""","""1.3680666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
25,"""practice_trial""",0,false,1,"""filler""","""low_right""","""English""","""2""","""Male""","""28""","""""","""Perceptions of implied meanings""","""Yes""",""".25""","""2""","""Linux""",1080,1920,"""Chrome""","""""","""90""",25,"""Thu Jun 21 10:57:35 CDT 2018""","""\""orprime_notboth\""""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=39O0SQZVJN6SW6EKV03YM12E54MR7C""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""Fri Jun 22 03:43:00 CDT 2018""","""[]""","""""","""Approved""","""Sat Jul 21 10:57:35 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""36H9ULYP63TR0V87VGX3WLORBWSFJW""","""Thu Jun 21 10:58:24 CDT 2018""","""0""","""90""","""Thu Jun 21 11:02:02 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Jun 22 03:42:02 CDT 2018""","""2.2532666666666668""","""Reviewable""","""60000""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""""","""$0.20""","""39O0SQZVJN6SW6EKV03YM12E54MR7C"""
