workerid,trial_type,target,response,primetype,error,order,type,id,inference_question,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,feedback,assignments,workerid,creationtime,Answer.time_in_minutes,deadline,viewhit,keywords,assignmentduration,title,assignmentapprovaltime,Answer.catch_trials,reject,assignmentstatus,hitlifetime,numpending,description,assignmentid,assignmentaccepttime,numavailable,numcomplete,assignmentsubmittime,annotation,reviewstatus,autoapprovaltime,hitstatus,autoapprovaldelay,hittypeid,assignmentrejecttime,Answer.list,reward,hitid
44,"""practice_trial""","""na""",0.23,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""52""","""""","""Language understanding""","""Yes""","""0.35""","""3""","""Windows""",614,1093,"""Firefox""","""""","""160""",44,"""Thu Aug 02 13:07:44 CDT 2018""","""2.3651333333333335""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39L1G8WVWRQPP2CALWQVRC49O6A315""","""Thu Aug 02 13:17:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:24 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:24 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
44,"""practice_trial""","""na""",0.88,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Female""","""52""","""""","""Language understanding""","""Yes""","""0.35""","""3""","""Windows""",614,1093,"""Firefox""","""""","""160""",44,"""Thu Aug 02 13:07:44 CDT 2018""","""2.3651333333333335""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39L1G8WVWRQPP2CALWQVRC49O6A315""","""Thu Aug 02 13:17:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:24 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:24 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
44,"""one_slider""","""some""",0.81,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Female""","""52""","""""","""Language understanding""","""Yes""","""0.35""","""3""","""Windows""",614,1093,"""Firefox""","""""","""160""",44,"""Thu Aug 02 13:07:44 CDT 2018""","""2.3651333333333335""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39L1G8WVWRQPP2CALWQVRC49O6A315""","""Thu Aug 02 13:17:51 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:24 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:24 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
45,"""practice_trial""","""na""",0.21,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""2""","""Female""","""28""","""""","""Whether the second clause of the sentence changed the meaning of the first clause. ""","""Yes""","""0.25""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",45,"""Thu Aug 02 13:07:44 CDT 2018""","""1.5778666666666668""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WLEIWSYHPGB8V15JLFB0PFOZH6H27""","""Thu Aug 02 13:19:19 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
45,"""practice_trial""","""na""",0.99,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""2""","""Female""","""28""","""""","""Whether the second clause of the sentence changed the meaning of the first clause. ""","""Yes""","""0.25""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",45,"""Thu Aug 02 13:07:44 CDT 2018""","""1.5778666666666668""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WLEIWSYHPGB8V15JLFB0PFOZH6H27""","""Thu Aug 02 13:19:19 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
45,"""one_slider""","""some""",0.58,"""notall""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""2""","""Female""","""28""","""""","""Whether the second clause of the sentence changed the meaning of the first clause. ""","""Yes""","""0.25""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",45,"""Thu Aug 02 13:07:44 CDT 2018""","""1.5778666666666668""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WLEIWSYHPGB8V15JLFB0PFOZH6H27""","""Thu Aug 02 13:19:19 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:38 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:38 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
46,"""practice_trial""","""na""",0.17,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""1""","""Female""","""30""","""no""","""no idea""","""Yes""","""0.20""","""3""","""Mac""",800,1280,"""Chrome""","""""","""160""",46,"""Thu Aug 02 13:07:44 CDT 2018""","""1.0067833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""31Z0PCVWULE8Z5P6PRDVAZZKLRO7TO""","""Thu Aug 02 13:23:01 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
46,"""practice_trial""","""na""",0.91,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""1""","""Female""","""30""","""no""","""no idea""","""Yes""","""0.20""","""3""","""Mac""",800,1280,"""Chrome""","""""","""160""",46,"""Thu Aug 02 13:07:44 CDT 2018""","""1.0067833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""31Z0PCVWULE8Z5P6PRDVAZZKLRO7TO""","""Thu Aug 02 13:23:01 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
46,"""one_slider""","""some""",0.24,"""none""",NA,3,"""crit""","""girls""","""lowerbounded""","""english""","""1""","""Female""","""30""","""no""","""no idea""","""Yes""","""0.20""","""3""","""Mac""",800,1280,"""Chrome""","""""","""160""",46,"""Thu Aug 02 13:07:44 CDT 2018""","""1.0067833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""31Z0PCVWULE8Z5P6PRDVAZZKLRO7TO""","""Thu Aug 02 13:23:01 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:44 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:44 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list5\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
47,"""practice_trial""","""na""",0.32,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""2""","""Female""","""46""","""no""","""Meanings of loose language""","""Yes""",""".15""","""2""","""Windows""",1024,1280,"""Chrome""","""""","""160""",47,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4790333333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRER9PX""","""Thu Aug 02 13:23:11 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:48 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:48 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
47,"""practice_trial""","""na""",0.97,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""2""","""Female""","""46""","""no""","""Meanings of loose language""","""Yes""",""".15""","""2""","""Windows""",1024,1280,"""Chrome""","""""","""160""",47,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4790333333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRER9PX""","""Thu Aug 02 13:23:11 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:48 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:48 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
47,"""one_slider""","""some""",0.99,"""only""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""2""","""Female""","""46""","""no""","""Meanings of loose language""","""Yes""",""".15""","""2""","""Windows""",1024,1280,"""Chrome""","""""","""160""",47,"""Thu Aug 02 13:07:44 CDT 2018""","""1.4790333333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""39N5ACM9HFMELWKSN72VJLPTRER9PX""","""Thu Aug 02 13:23:11 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:48 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:48 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
48,"""practice_trial""","""na""",0.38,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""2""","""Female""","""61""","""no""","""Do people mean what they say?""","""Yes""",""".20""","""2""","""Windows""",768,1360,"""Chrome""","""""","""160""",48,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1435""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3OLQQLKKNTOZUH8B05DXE34S9C1EJC""","""Thu Aug 02 13:22:42 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:56 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:56 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
48,"""practice_trial""","""na""",0.79,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""2""","""Female""","""61""","""no""","""Do people mean what they say?""","""Yes""",""".20""","""2""","""Windows""",768,1360,"""Chrome""","""""","""160""",48,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1435""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3OLQQLKKNTOZUH8B05DXE34S9C1EJC""","""Thu Aug 02 13:22:42 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:56 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:56 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
48,"""one_slider""","""some""",0.79,"""only""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""2""","""Female""","""61""","""no""","""Do people mean what they say?""","""Yes""",""".20""","""2""","""Windows""",768,1360,"""Chrome""","""""","""160""",48,"""Thu Aug 02 13:07:44 CDT 2018""","""2.1435""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3OLQQLKKNTOZUH8B05DXE34S9C1EJC""","""Thu Aug 02 13:22:42 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:56 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:56 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
49,"""practice_trial""","""na""",0,"""na""",false,1,"""filler""","""low_right""",NA,"""english""","""2""","""Male""","""37""","""no""","""unsure""","""Yes""",""".30""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",49,"""Thu Aug 02 13:07:44 CDT 2018""","""1.3112333333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WYGZ5XF3XEVFKJBJLXE4Z8KPSAKSI""","""Thu Aug 02 13:23:32 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:59 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:59 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
49,"""practice_trial""","""na""",1,"""na""",false,2,"""filler""","""high_right""",NA,"""english""","""2""","""Male""","""37""","""no""","""unsure""","""Yes""",""".30""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",49,"""Thu Aug 02 13:07:44 CDT 2018""","""1.3112333333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WYGZ5XF3XEVFKJBJLXE4Z8KPSAKSI""","""Thu Aug 02 13:23:32 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:59 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:59 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
49,"""one_slider""","""some""",0.79,"""only""",NA,3,"""crit""","""girls""","""upperbounded""","""english""","""2""","""Male""","""37""","""no""","""unsure""","""Yes""",""".30""","""3""","""Windows""",1080,1920,"""Chrome""","""""","""160""",49,"""Thu Aug 02 13:07:44 CDT 2018""","""1.3112333333333333""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3WYGZ5XF3XEVFKJBJLXE4Z8KPSAKSI""","""Thu Aug 02 13:23:32 CDT 2018""","""0""","""0""","""Thu Aug 02 13:24:59 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:04:59 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list1\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
50,"""practice_trial""","""na""",0.14,"""na""",false,1,"""filler""","""low_right""",NA,"""Indonesian""","""2""","""Female""","""38""","""""","""How we perceive someone&quotechars intention""","""Yes""","""0.15""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",50,"""Thu Aug 02 13:07:44 CDT 2018""","""3.1050833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVSS0C0E2ZNPKQ7XZL72FY1EIWWTE""","""Thu Aug 02 13:21:46 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:04 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:04 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
50,"""practice_trial""","""na""",0.98,"""na""",false,2,"""filler""","""high_right""",NA,"""Indonesian""","""2""","""Female""","""38""","""""","""How we perceive someone&quotechars intention""","""Yes""","""0.15""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",50,"""Thu Aug 02 13:07:44 CDT 2018""","""3.1050833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVSS0C0E2ZNPKQ7XZL72FY1EIWWTE""","""Thu Aug 02 13:21:46 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:04 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:04 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
50,"""one_slider""","""some""",0.03,"""only""",NA,3,"""crit""","""girls""","""lowerbounded""","""Indonesian""","""2""","""Female""","""38""","""""","""How we perceive someone&quotechars intention""","""Yes""","""0.15""","""3""","""Windows""",864,1536,"""Chrome""","""""","""160""",50,"""Thu Aug 02 13:07:44 CDT 2018""","""3.1050833333333334""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3TVSS0C0E2ZNPKQ7XZL72FY1EIWWTE""","""Thu Aug 02 13:21:46 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:04 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:04 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list4\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
51,"""practice_trial""","""na""",0.1,"""na""",true,1,"""filler""","""low_right""",NA,"""English""","""1""","""Female""","""23""","""no""","""how people interpret estimates""","""No""","""0.20""","""2""","""Windows""",768,1366,"""Firefox""","""""","""160""",51,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1964333333333332""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34X6J5FLPUXORKYG9W8X8KT6SFPQJ0""","""Thu Aug 02 13:24:24 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:39 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:39 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
51,"""practice_trial""","""na""",0.97,"""na""",false,2,"""filler""","""high_right""",NA,"""English""","""1""","""Female""","""23""","""no""","""how people interpret estimates""","""No""","""0.20""","""2""","""Windows""",768,1366,"""Firefox""","""""","""160""",51,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1964333333333332""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34X6J5FLPUXORKYG9W8X8KT6SFPQJ0""","""Thu Aug 02 13:24:24 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:39 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:39 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
51,"""one_slider""","""some""",0.58,"""none""",NA,3,"""crit""","""girls""","""upperbounded""","""English""","""1""","""Female""","""23""","""no""","""how people interpret estimates""","""No""","""0.20""","""2""","""Windows""",768,1366,"""Firefox""","""""","""160""",51,"""Thu Aug 02 13:07:44 CDT 2018""","""1.1964333333333332""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""34X6J5FLPUXORKYG9W8X8KT6SFPQJ0""","""Thu Aug 02 13:24:24 CDT 2018""","""0""","""0""","""Thu Aug 02 13:25:39 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:05:39 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list2\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
52,"""practice_trial""","""na""",0.48,"""na""",false,1,"""filler""","""low_right""",NA,"""English""","""2""","""Male""","""51""","""Nope""","""meanings in English language""","""Yes""",""".15""","""3""","""Windows""",819,1024,"""Mozilla""","""""","""160""",52,"""Thu Aug 02 13:07:44 CDT 2018""","""0.87135""","""""","""https://requester.mturk.com/mturk/manageHIT?HITId=3VP28W7DUNJEDQFHN0VNWWHUFYFZFP""","""language research stanford fun cognitive science university explanations""","""1800""","""Participate in a Linguistics Experiment!""","""""","""[]""","""""","""Submitted""","""Sat Sep 01 13:07:44 CDT 2018""","""0""","""Provide your judgments about sentences of English.""","""3RGU30DZTB7X650OH31GRB91IESJM6""","""Thu Aug 02 13:25:01 CDT 2018""","""0""","""0""","""Thu Aug 02 13:26:03 CDT 2018""","""1 cond""","""NotReviewed""","""Fri Aug 03 06:06:03 CDT 2018""","""Reviewable""","""60000""","""32K57UXCKKL823J33RWQPRDG8NOU8F""","""""","""\""list3\""""","""$0.15""","""3VP28W7DUNJEDQFHN0VNWWHUFYFZFP"""
