"","workerid","trial_type","type","response","id","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.catch_trials","Answer.condition","Answer.time_in_minutes"
"103",14,"""one_slider""","""prime""",0.98,3,"""English""","""2""","""Female""","""55""","""no all was good thanks""","""not really sure other than the straightforward interpreting of slightly ambiguous sentences. ""","""Yes""","""sure""","""2""","""Windows""",768,1366,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3KGTPGBS6YKGDH7PJKMAJ43D8592U2""",14,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:36:00 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""3.5566166666666668"""
"104",14,"""one_slider""","""prime""",1,4,"""English""","""2""","""Female""","""55""","""no all was good thanks""","""not really sure other than the straightforward interpreting of slightly ambiguous sentences. ""","""Yes""","""sure""","""2""","""Windows""",768,1366,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3KGTPGBS6YKGDH7PJKMAJ43D8592U2""",14,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:36:00 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""3.5566166666666668"""
"105",14,"""one_slider""","""crit""",0.51,1,"""English""","""2""","""Female""","""55""","""no all was good thanks""","""not really sure other than the straightforward interpreting of slightly ambiguous sentences. ""","""Yes""","""sure""","""2""","""Windows""",768,1366,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3KGTPGBS6YKGDH7PJKMAJ43D8592U2""",14,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:36:00 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""3.5566166666666668"""
"106",15,"""one_slider""","""prime""",0.76,3,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"107",15,"""one_slider""","""prime""",0.73,1,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"108",15,"""one_slider""","""filler""",0.22,2,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"109",15,"""one_slider""","""prime""",0.7,4,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"110",15,"""one_slider""","""prime""",0.81,2,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"111",15,"""one_slider""","""filler""",0.13,1,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"112",15,"""one_slider""","""crit""",0.75,1,"""english""","""2""","""Female""","""31""","""no""","""not quite sure""","""No""",""".20""","""2""","""Windows""",840,1344,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3TVRFO09GLEEV7NSYVF2I71Q8NHLX2""",15,"""Approved""","""Fri May 18 22:19:42 PDT 2018""","""Fri May 18 05:38:02 PDT 2018""","""Fri May 18 05:39:42 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_notbothprime\""""","""1.4668666666666668"""
"113",16,"""one_slider""","""prime""",0.98,4,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"114",16,"""one_slider""","""filler""",0.5,1,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"115",16,"""one_slider""","""prime""",1,1,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"116",16,"""one_slider""","""prime""",1,2,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"117",16,"""one_slider""","""filler""",0.98,2,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"118",16,"""one_slider""","""prime""",0.99,3,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"119",16,"""one_slider""","""crit""",0.99,1,"""English""","""1""","""Male""","""44""","""no""","""ambiguity of language?""","""Yes""","""$.20 is good""","""4""","""Windows""",668,1188,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""39GXDJN2OUDRCBYE4R5GPHIZ8CA8V0""",16,"""Approved""","""Fri May 18 22:19:43 PDT 2018""","""Fri May 18 05:37:05 PDT 2018""","""Fri May 18 05:39:43 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_eitherorprime\""""","""2.57445"""
"120",17,"""one_slider""","""filler""",0.22,1,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"121",17,"""one_slider""","""filler""",0.76,2,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"122",17,"""one_slider""","""prime""",0.78,4,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"123",17,"""one_slider""","""prime""",0.39,1,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"124",17,"""one_slider""","""prime""",0.61,3,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"125",17,"""one_slider""","""prime""",0.29,2,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"126",17,"""one_slider""","""crit""",0.66,1,"""English""","""1""","""Male""","""38""","""no""","""Linguistic intuition""","""Yes""",""".25""","""3""","""Mac""",768,1366,"""Firefox""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""3RANCT1ZVGGA1U7L2DFLKX6H2BMBUD""",17,"""Approved""","""Fri May 18 22:19:53 PDT 2018""","""Fri May 18 05:37:20 PDT 2018""","""Fri May 18 05:39:53 PDT 2018""","""Fri May 18 22:19:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""2.4457666666666666"""
"127",18,"""one_slider""","""prime""",0,4,"""English""","""1""","""Female""","""47""","""No""","""""","""Yes""","""$.20""","""2""","""Windows""",768,1366,"""Chrome""","""3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""373MH2DFEYZMZFBQ6491XEERMLCBHZ""","""Participate in a Linguistics Experiment!""","""Provide your judgments about sentences of English.""","""language research stanford fun cognitive science university explanations""","""$0.20""","""Fri May 18 05:32:32 PDT 2018""","""88""","""0""","""0""","""88""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jun 17 05:32:32 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3H6W48L9F4OMA8Z6QG7L9M1GUPOPWM""","""35USIKEBNSFR0S6H9LMRVMSVGEHN6B""",18,"""Approved""","""Fri May 18 22:20:00 PDT 2018""","""Fri May 18 05:34:43 PDT 2018""","""Fri May 18 05:40:00 PDT 2018""","""Fri May 18 22:20:55 PDT 2018""","""""","""""","""""","""""","""[]""","""\""or_noprime\""""","""4.981733333333334"""
